eid	name
3083	Ted_Elliott_(screenwriter)
3093	Guillermo_del_Toro
3095	Leigh_Brackett
3103	Franco_Zeffirelli
3108	Nick_Cassavetes
3148	Federico_Fellini
3247	Victor_Miller_(writer)
3257	Satyajit_Ray
3282	Robert_Bolt
3287	Gérard_Brach
3313	Ken_Finkleman
3333	John_Hodge_(screenwriter)
3420	Nicholas_Meyer
3498	Stephen_Bishop_(singer)
3500	John_Michael_Hayes
3516	William_Shakespeare
3587	L._M._Kit_Carson
3590	Ed_Naha
3609	David_Giler
3672	Jerry_Juhl
3716	Don_DaGradi
3719	Alvin_Sargent
3761	Chuck_Pfarrer
3780	Graham_Yost
3781	Bernardo_Bertolucci
3784	Raymond_Chandler
3834	Ann_Biderman
3856	Fred_Dekker
3960	Christopher_McQuarrie
4005	Brett_Leonard
4018	Karey_Kirkpatrick
4062	Allison_Anders
4189	Albert_Pyun
4196	Darren_Aronofsky
4249	Andrew_Fleming
4265	Stirling_Silliphant
4285	Gregory_Nava
4290	Brian_Helgeland
4302	Walter_Newman_(screenwriter)
4306	Ben_Hecht
4343	Steve_Oedekerk
4426	Betty_Comden
4443	John_Dahl
4504	Tennessee_Williams
4536	Rand_Ravich
4574	Terence_Marsh
4580	Agnieszka_Holland
4607	Adolph_Green
4609	The_Who
4684	Mark_Steven_Johnson
4712	Marc_Caro
4777	Ed_Solomon
4786	Tony_Gilroy
4816	Kurt_Wimmer
4823	Terry_Southern
4832	Ed_Wood
4868	Paul_Verhoeven
4899	Mark_Rosenthal
4994	Bruce_Robinson
4996	Luis_Buñuel
4997	Abel_Ferrara
5001	Jim_Morrison
5008	Steven_Brill_(scriptwriter)
5036	Steve_Kloves
5070	Bill_Peet
5077	Ingmar_Bergman
5087	Lawrence_Konner
5147	Sherri_Stoner
5148	Rich_Wilkes
5212	George_Gipe
5252	Matt_Reeves
5290	David_Rayfiel
5293	Sergio_Leone
5320	Reginald_Hudlin
5352	Craig_Mazin
5442	Ward_Kimball
5475	Lewis_Colick
5503	Richard_Maibaum
5612	Aaron_Sorkin
5637	Walon_Green
5660	Nigel_Kneale
5667	Alan_Ormsby
5668	Allan_Scott_(Scottish_screenwriter)
5681	Ruth_Rose
5685	David_J._Schow
5688	Michael_McDowell_(author)
5773	Michael_Almereyda
5780	Joss_Whedon
5792	Alan_Jay_Lerner
5857	Daniel_Taradash
5885	Fran_Walsh
5894	Richard_Brooks
5912	Ted_Tally
5956	Maxwell_Anderson
6019	Marshall_Brickman
6041	Pier_Paolo_Pasolini
6079	Wesley_Strick
6181	Lasse_Hallström
6186	Bob_Fosse
6188	Frank_Darabont
6191	Daisy_von_Scherler_Mayer
6254	Dalton_Trumbo
6267	Robert_Stevenson_(director)
6271	Anthony_Minghella
6312	Wolfgang_Amadeus_Mozart
6336	David_Swift_(director)
6389	Harris_Goldberg
6488	Joseph_Stefano
6540	John_Thomas_(screenwriter)
6574	Peter_Viertel
6623	Jim_Abrahams
6636	Curt_Siodmak
6643	Breathless_(1960_film)
6687	William_Friedkin
6973	Tab_Murphy
7000	Malia_Scotch_Marmo
7072	Michael_Herr
7095	James_Orr_(filmmaker)
7113	Dick_Huemer
7119	Steve_Barron
7163	Matthew_Robbins_(screenwriter)
7171	Paul_Auster
7190	Mike_Hodges
7243	Tonino_Guerra
7249	Michael_Tolkin
7407	Tim_Herlihy
7418	Charles_Bennett_(screenwriter)
7444	John_Logan_(writer)
7527	Paul_Dehn
7544	Mick_Garris
7627	Don_Lake
7701	Paul_Brickman
7735	William_Gibson
7759	Brian_Levant
7795	James_Ivory_(director)
7873	Caroline_Thompson
7878	Dana_Stevens_(screenwriter)
7890	Ruth_Prawer_Jhabvala
7929	Arthur_Laurents
7946	Joan_Harrison_(screenwriter)
7966	Bonnie_and_Terry_Turner
7982	Guy_Ferland
7988	Robert_Riskin
8012	David_S._Goyer
8040	Peter_Stone
8079	Leslie_Newman
8108	Stanley_Mann
8120	David_Newman_(filmmaker)
8173	William_Peter_Blatty
8187	James_Mangold
8188	Marc_Davis_(animator)
8275	Larry_Ferguson_(screenwriter)
8309	Tom_Holland_(director)
8335	Elmore_Leonard
8402	Robert_Mark_Kamen
8410	Eric_Roth
8482	Douglas_McGrath
8493	Steve_Pink
8559	William_Nicholson_(writer)
8567	George_Seaton
8572	Roger_Avary
8641	E._Max_Frye
8671	Jim_Thomas_(screenwriter)
8750	Don_Novello
8816	Scott_Frank
8885	Nicholas_Pileggi
8958	Willard_Huyck
8969	William_Asher
8981	Ronald_D._Moore
8994	Bruce_Feirstein
9005	Harmony_Korine
9122	Stephan_Elliott
9154	Craig_Bolotin
9165	Jay_Cocks
9197	W._Somerset_Maugham
9281	Hoagy_Carmichael
9293	Kevin_Jarre
9306	Nick_Castle
9315	Lars_von_Trier
9352	Susannah_Grant
9354	Scott_Rosenberg
9467	Daniel_Waters_(screenwriter)
9476	Wes_Anderson
9524	Christopher_Hampton
9570	Paul_Attanasio
9585	Mike_Leigh
9599	U2
9683	Robert_Downey_Sr.
9794	Jim_Thompson_(writer)
9807	Alma_Reville
9822	Len_Blum
9838	Melissa_Mathison
9868	Larry_Cohen
10034	Ken_Anderson_(animator)
10038	Chuck_Jones
10083	Carl_Franklin
10097	W._D._Richter
10139	Stephen_Schiff
10209	Tom_Stoppard
10265	Julius_J._Epstein
10310	Bruce_Joel_Rubin
10321	Tom_Schulman
10348	Larry_McMurtry
10374	Al_Franken
10384	Robert_Rodat
10432	Harold_Pinter
10496	Homer_Brightman
10511	Paul_Schrader
10604	Waldo_Salt
10664	David_S._Ward
10675	Jean-Claude_Carrière
10687	James_Toback
10760	Sofia_Coppola
10778	Jay_Presson_Allen
10785	David_Mamet
10809	Peter_Greenaway
10876	Don_Roos
10920	Boaz_Yakin
10982	Peter_Benchley
11108	Charles_Leavitt
11125	Jean-Pierre_Jeunet
11142	John_L._Balderston
11173	Delia_Ephron
11175	Neal_Israel
11190	Roger_Vadim
11207	Robert_E._Sherwood
11254	Ehren_Kruger
11304	Robert_Benton
11319	Hayao_Miyazaki
11363	Sidney_J._Furie
11366	Dan_O'Bannon
11403	Robert_Harling_(writer)
11413	Jeffrey_Boam
11468	Richard_Linklater
11498	Bernard_Rose_(director)
11591	Edward_Neumeier
11609	Michael_O'Donoghue
11656	Richard_Price_(writer)
11665	Van_Morrison
11704	Tom_Shadyac
11869	Andrew_Kevin_Walker
11958	Truman_Capote
12083	Charles_Edward_Pogue
12092	Kevin_Reynolds_(director)
12114	Peter_Farrelly
12140	Deborah_Kaplan
12146	M._Night_Shyamalan
12172	Steven_E._de_Souza
12173	David_Sheffield
12238	Alan_Rudolph
12330	Bo_Goldman
12365	Scott_Alexander_and_Larry_Karaszewski
12394	Terry_Rossio
12400	J._F._Lawton
12413	Linda_Woolverton
12428	John_Duigan
12443	Dr._John
12455	Lowell_Ganz
12478	John_Milius
12485	Preston_Sturges
12487	Carl_Reiner
12527	David_Seltzer
12566	Jimmy_Sangster
12778	Rod_Serling
12825	Richard_Matheson
12829	Delmer_Daves
12854	William_Goldman
12881	Philip_Kaufman
12967	Otis_Redding
12984	Babaloo_Mandel
13011	Dan_Hartman
13034	David_Koepp
13091	Carl_Gottlieb
13153	Michael_Wilson_(writer)
13195	Ray_Bradbury
13273	Gregory_Widen
13281	Stuart_Gordon
13285	Mario_Puzo
13348	Donald_Ogden_Stewart
13350	Tom_Mankiewicz
13462	Jonathan_Hensleigh
13566	Mary_Shelley
13626	Jonathan_Roberts_(writer)
13724	Kevin_Wade
13768	Dean_Riesner
13775	Eric_Bernt
13776	David_O._Russell
13785	Paul_Rudnick
13800	Barry_Mann
