1	1035	1	978301753
1	2018	1	978301777
1	150	1	978301777
1	1028	1	978301777
1	1097	1	978301953
1	914	1	978301968
1	1287	1	978302039
1	2762	1	978302091
1	1246	1	978302091
1	661	1	978302109
2	647	1	978299351
2	235	1	978299351
2	1096	1	978299386
2	1124	1	978299418
2	1246	1	978299418
2	3893	1	978299535
2	1188	1	978299620
2	2396	1	978299641
2	2359	1	978299666
2	2321	1	978299666
3	1580	1	978297663
3	1261	1	978297663
3	480	1	978297690
3	653	1	978297757
3	733	1	978297757
3	2006	1	978297757
3	2470	1	978297777
3	2115	1	978297777
3	1049	1	978297805
3	552	1	978297837
4	3468	1	978294008
4	480	1	978294008
4	3527	1	978294008
4	260	1	978294199
4	1196	1	978294199
4	1198	1	978294199
4	1387	1	978294199
4	2028	1	978294230
4	2366	1	978294230
4	1201	1	978294230
5	3046	1	978244962
5	32	1	978244962
5	39	1	978245037
5	265	1	978245037
5	1529	1	978245037
5	3260	1	978245065
5	29	1	978245065
5	1095	1	978245065
5	3499	1	978245065
5	1635	1	978245314
6	590	1	978237232
6	2966	1	978237273
6	296	1	978237379
6	34	1	978237444
6	588	1	978237511
6	595	1	978237511
6	1688	1	978237570
6	364	1	978237570
6	48	1	978237570
6	1566	1	978237570
7	1997	1	978234737
7	3753	1	978234737
7	1610	1	978234786
7	589	1	978234786
7	2571	1	978234786
7	457	1	978234786
7	110	1	978234786
7	2028	1	978234786
7	377	1	978234810
7	2916	1	978234842
8	508	1	978230435
8	161	1	978230435
8	506	1	978230483
8	3147	1	978230550
8	2442	1	978230550
8	1840	1	978230577
8	150	1	978230611
8	524	1	978230611
8	1660	1	978230611
8	1678	1	978230649
9	2355	1	978226054
9	1265	1	978226066
9	1393	1	978226081
9	3147	1	978226081
9	47	1	978226093
9	1639	1	978226109
9	1784	1	978226109
9	1500	1	978226123
9	2959	1	978226123
9	377	1	978226150
10	1016	1	978229171
10	2124	1	978229208
10	2436	1	978229227
10	1633	1	978229266
10	938	1	978229273
10	1345	1	978229295
10	1380	1	978229336
10	344	1	978229343
10	1573	1	978229389
10	2054	1	978229409
11	2282	1	978902522
11	47	1	978902560
11	2106	1	978902560
11	2396	1	978902561
11	1682	1	978902586
11	708	1	978902586
11	2804	1	978902902
11	1394	1	978902965
11	1136	1	978902965
11	1244	1	978903024
12	2616	1	978218568
12	3785	1	978218568
12	3265	1	978218916
12	1303	1	978218916
12	1198	1	978218949
12	813	1	978218949
12	3897	1	978218949
12	858	1	978218949
12	1221	1	978218949
12	919	1	978220120
13	434	1	978202151
13	517	1	978202151
13	1262	1	978202201
13	1198	1	978202201
13	919	1	978202201
13	1204	1	978202201
13	1287	1	978202219
13	260	1	978202219
13	1259	1	978202246
13	590	1	978202246
14	3033	1	978200320
14	1982	1	978200340
14	2920	1	978200528
14	2572	1	978200645
14	2826	1	978200645
14	2858	1	978200645
14	2997	1	978200689
14	2694	1	978200689
14	2959	1	978200800
14	3578	1	978200828
15	1777	1	978198394
15	3723	1	978198394
15	805	1	978198420
15	1883	1	978198442
15	1672	1	978198442
15	1625	1	978198456
15	539	1	978198469
15	2496	1	978198493
15	500	1	978198493
15	368	1	978198493
16	2770	1	978174443
16	2355	1	978174443
16	2975	1	978174443
16	3016	1	978174490
16	1911	1	978174535
16	2828	1	978174535
16	2369	1	978174535
16	2888	1	978174535
16	3175	1	978174568
16	2720	1	978174597
17	750	1	978160490
17	3471	1	978160490
17	924	1	978160490
17	32	1	978160490
17	1206	1	978160490
17	1240	1	978160490
17	3527	1	978160546
17	2664	1	978160546
17	2916	1	978160546
17	1215	1	978160546
18	2139	1	978154798
18	2080	1	978154798
18	364	1	978154798
18	2355	1	978154798
18	3751	1	978154798
18	1688	1	978154834
18	594	1	978154834
18	595	1	978154834
18	596	1	978154834
18	2078	1	978154834
19	858	1	978555606
19	1200	1	978555633
19	110	1	978555662
19	592	1	978555732
19	940	1	978555732
19	1127	1	978555732
19	919	1	978555814
19	2987	1	978555881
19	2103	1	978555881
19	3461	1	978555914
20	3863	1	978143355
20	648	1	978143369
20	70	1	978143369
20	589	1	978143508
20	1912	1	978143508
20	2571	1	978143508
20	457	1	978143508
20	110	1	978143508
20	1923	1	978143576
20	1694	1	1009669071
21	2701	1	978138933
21	585	1	978138933
21	3053	1	978138933
21	3704	1	978138977
21	1645	1	978138977
21	1210	1	978138977
21	3268	1	978138977
21	3774	1	978138977
21	2018	1	978139347
21	2987	1	978139382
22	1883	1	978153733
22	2108	1	978153733
22	1747	1	978153733
22	2321	1	978153751
22	2502	1	978153751
22	3358	1	978153772
22	799	1	978153772
22	3174	1	978153787
22	368	1	978153806
22	1580	1	978153806
23	2699	1	978464541
23	2011	1	978464541
23	3770	1	978464541
23	2117	1	978464541
23	1876	1	978464598
23	2311	1	978464598
23	442	1	978464598
23	2528	1	978464598
23	1306	1	978464598
23	3032	1	978464645
24	1777	1	978133171
24	3129	1	978133171
24	1377	1	978133200
24	1441	1	978133237
24	1569	1	978133237
24	2671	1	978133257
24	539	1	978133273
24	2836	1	978133286
24	1057	1	978133305
24	3254	1	978133305
25	2012	1	978132347
25	1580	1	978132347
25	1876	1	978132424
25	1371	1	978132424
25	3156	1	978132424
25	1573	1	978132424
25	2011	1	978132424
25	2393	1	978132424
25	1291	1	978132431
25	1909	1	978132441
26	472	1	978145453
26	432	1	978145481
26	765	1	978145506
26	2429	1	978145526
26	333	1	978145560
26	762	1	978145597
26	1463	1	978145597
26	724	1	978145618
26	278	1	978145631
26	315	1	978145667
27	1276	1	978129368
27	916	1	978129368
27	2289	1	978129368
27	955	1	978129392
27	1136	1	978129392
27	2997	1	978129418
27	905	1	978129418
27	1394	1	978129418
27	898	1	978129478
27	1294	1	978129509
28	1278	1	978125989
28	50	1	978125989
28	1302	1	978126031
28	930	1	978126074
28	357	1	978126093
28	1136	1	978126093
28	1265	1	978126107
28	2248	1	978126172
28	902	1	978126189
28	2398	1	978126189
29	2951	1	978135986
29	3793	1	978136022
29	2662	1	978136022
29	3104	1	978136022
29	21	1	978136022
29	1215	1	978136022
29	474	1	978136022
29	3527	1	978136058
29	3702	1	978136058
29	1127	1	978136058
30	593	1	978121924
30	1213	1	978121924
30	2028	1	978121924
30	296	1	978121947
30	1617	1	978121947
30	1041	1	978121947
30	2858	1	978121947
30	1784	1	978121966
30	50	1	978121966
30	720	1	978121996
31	1937	1	978121292
31	1269	1	978121329
31	2078	1	978121329
31	357	1	978121329
31	2423	1	978121329
31	1580	1	978121329
31	2144	1	978121357
31	3462	1	978121357
31	2245	1	978121357
31	955	1	978121375
32	2959	1	978121579
32	32	1	978121599
32	2762	1	978121626
32	2028	1	978121667
32	1208	1	978121689
32	1250	1	978122564
32	3159	1	978122583
32	2108	1	978122598
32	28	1	978122729
32	3079	1	978122813
33	2650	1	978558041
33	1200	1	978558041
33	1090	1	978558041
33	2638	1	978558063
33	2178	1	978558063
33	1270	1	978558097
33	2183	1	978558122
33	50	1	978558122
33	1678	1	978558122
33	594	1	978558165
34	3039	1	978104081
34	3591	1	978104081
34	2423	1	978104105
34	2100	1	978104105
34	2134	1	978104119
34	2011	1	978104119
34	2133	1	978104134
34	2145	1	978104134
34	3524	1	978104150
34	2735	1	978104150
35	2088	1	978102155
35	1030	1	978102155
35	1252	1	978102202
35	904	1	978102202
35	908	1	978102202
35	2186	1	978102202
35	1264	1	978102272
35	1269	1	978102272
35	2762	1	978102314
35	1358	1	978102329
36	2890	1	978210190
36	161	1	978210213
36	1094	1	978210213
36	647	1	978210234
36	3448	1	978210234
36	3066	1	978210267
36	1616	1	978210267
36	3441	1	978210286
36	1586	1	978210286
36	1920	1	978210310
37	920	1	978056641
37	1265	1	978056719
37	1307	1	978056741
37	1947	1	978056766
37	2080	1	978056806
37	2081	1	978056806
37	1722	1	978056806
37	497	1	978056806
37	1721	1	978056849
37	356	1	978056876
38	74	1	978045162
38	1593	1	978045192
38	2485	1	978045193
38	3259	1	978045193
38	1801	1	978045193
38	2805	1	978045228
38	779	1	978045250
38	92	1	978045312
38	2677	1	978045361
38	2336	1	978045400
39	2599	1	978043988
39	3113	1	978043988
39	2605	1	978043988
39	2712	1	978044016
39	2959	1	978044016
39	2716	1	978044073
39	2580	1	978044073
39	3578	1	978044073
39	3175	1	978044073
39	2676	1	978044164
40	1375	1	978039922
40	60	1	978039958
40	2013	1	978039958
40	3269	1	978039988
40	653	1	978040023
40	303	1	978040023
40	2094	1	978040023
40	2	1	978040739
40	736	1	978040768
40	2088	1	978040828
41	2067	1	978039226
41	1721	1	978039260
41	2628	1	978039339
41	260	1	978039339
41	1210	1	978039366
41	1196	1	978039417
41	1688	1	978039433
41	1658	1	978039467
41	671	1	978039548
41	2338	1	978039673
42	1221	1	978040784
42	1197	1	978040806
42	1036	1	978040806
42	1291	1	978040830
42	1953	1	978040830
42	2366	1	978040830
42	1222	1	978040830
42	1287	1	978040857
42	1610	1	978040857
42	457	1	978040857
43	1307	1	978026321
43	1197	1	978026345
43	830	1	978026345
43	2706	1	978026393
43	2707	1	978026410
43	2997	1	978026432
43	3298	1	978026432
43	2369	1	978026460
43	2599	1	978026483
43	2605	1	978026483
44	2462	1	978041318
44	1982	1	978041370
44	1983	1	978041370
44	1984	1	978041370
44	1985	1	978041370
44	1986	1	978041370
44	891	1	978041370
44	2107	1	978041370
44	2762	1	978041511
44	968	1	978041551
45	2081	1	977990316
45	3037	1	977990316
45	2243	1	977990316
45	2915	1	977990316
45	3671	1	977990316
45	3061	1	977990343
45	3088	1	977990343
45	2174	1	977990372
45	2302	1	977990397
45	1077	1	977990397
46	1982	1	977979232
46	1984	1	977979232
46	1986	1	977979232
46	891	1	977979232
46	2107	1	977979232
46	1974	1	977979275
46	1975	1	977979275
46	1976	1	977979275
46	1977	1	977979275
46	1978	1	977979275
47	902	1	977978369
47	1089	1	977978369
47	527	1	977978521
47	593	1	977978548
47	318	1	977978548
47	858	1	977978570
47	36	1	977978570
47	1221	1	977978570
47	1208	1	977978590
47	2804	1	977978604
48	733	1	978064586
48	592	1	978064586
48	2161	1	978064586
48	2640	1	978064638
48	648	1	978064665
48	2193	1	978064665
48	2005	1	978064665
48	2723	1	978064692
48	158	1	978064743
48	303	1	978064743
49	1210	1	977973725
49	2640	1	977973852
49	377	1	977973852
49	1408	1	977973921
49	1370	1	977973921
49	1580	1	977973921
49	3267	1	977973921
49	592	1	977974012
49	1527	1	977974012
49	2353	1	977974012
50	3510	1	977960882
50	648	1	977960910
50	3616	1	977960910
50	3786	1	977960910
50	3409	1	977960942
50	3483	1	977960942
50	3821	1	977960942
50	3785	1	977960942
50	3565	1	977960970
50	3717	1	977960970
51	3286	1	977947405
51	3553	1	977947405
51	3821	1	977947405
51	3409	1	977947448
51	3484	1	977947448
51	318	1	977947600
51	3897	1	977947654
51	2500	1	977947792
51	2858	1	977947792
51	1265	1	977947828
52	1370	1	977947504
52	2617	1	977947504
52	1608	1	977947540
52	2826	1	977947572
52	1047	1	977947572
52	493	1	977947572
52	3107	1	977947607
52	3274	1	977947607
52	165	1	977947607
52	292	1	977947607
53	1997	1	977980114
53	1350	1	977980147
53	799	1	977980147
53	2781	1	977980147
53	1982	1	977980147
53	1321	1	977980183
53	1345	1	977980183
53	330	1	977980183
53	3930	1	977980245
53	1130	1	977980245
54	3873	1	977944377
54	1292	1	977944377
54	1269	1	977944422
54	898	1	977944422
54	3504	1	977944422
54	2300	1	977944535
54	2788	1	977944535
54	1304	1	977944535
54	1278	1	977944600
54	1235	1	977944600
55	3101	1	977939597
55	3672	1	977939597
55	105	1	977942827
55	2687	1	977942827
55	318	1	977942882
55	50	1	977942911
55	527	1	977942911
55	3114	1	977943112
55	1704	1	977943112
55	110	1	977943155
56	150	1	977939033
56	3246	1	977939057
56	25	1	977939082
56	1500	1	977939120
56	2329	1	977939120
56	1635	1	977939120
56	1729	1	977939120
56	36	1	977939120
56	364	1	977939120
56	457	1	977939120
57	3861	1	977935559
57	2135	1	977935559
57	2657	1	977935559
57	3744	1	977935603
57	3755	1	977935603
57	648	1	977935656
57	3794	1	977935656
57	3513	1	977935656
57	522	1	977935656
57	3300	1	977935697
58	3088	1	977938460
58	2716	1	977938460
58	1955	1	977938460
58	2857	1	977938460
58	1982	1	977938460
58	1253	1	977938544
58	2291	1	977938544
58	2644	1	977938544
58	1923	1	977938544
58	1060	1	977938544
59	3685	1	1041963093
59	3414	1	1041963108
59	1183	1	1041963129
59	900	1	1041963149
59	2291	1	1041963149
59	943	1	1041963169
59	377	1	1041963214
59	1643	1	1041963249
59	2065	1	1041963276
59	1357	1	1041966755
60	60	1	977931869
60	2617	1	977931902
60	1894	1	977931902
60	2396	1	977931983
60	2718	1	977932033
60	357	1	977932033
60	2302	1	977932082
60	2390	1	977932082
60	235	1	977932082
60	3712	1	977932082
61	3753	1	977902665
61	3316	1	977902742
61	3623	1	977902742
61	3744	1	977902742
61	3827	1	977902742
61	3755	1	977902742
61	3889	1	977902799
61	3897	1	977902877
61	3861	1	977902949
61	3617	1	977902949
62	750	1	977928347
62	1247	1	977928385
62	225	1	977928513
62	1172	1	977928570
62	2064	1	977928619
62	3104	1	977928619
62	2243	1	977928619
62	2352	1	977928619
